timestamp,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,tamano
1738812698.7796,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.7796,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.779895,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.779919,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.781314,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812698.785323,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.785323,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.785659,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.785659,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.786024,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.786024,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.786394,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.786394,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.786506,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.786741,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.786741,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.787125,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.787126,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.787486,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.787487,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.787589,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.787837,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.787837,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.788217,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.788217,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.788585,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.788682,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.791239,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791239,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791239,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791239,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791239,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791294,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791657,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791658,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.79195,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.791951,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.792091,192.168.1.7,190.99.74.45,43833,443,UDP,80
1738812698.79223,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.79223,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.792544,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.792545,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.792849,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.792849,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.792926,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.793289,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.79329,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.793526,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.793586,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.793586,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.793665,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.794024,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.794024,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.794315,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.794315,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.794603,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.794755,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.794995,8.8.8.8,192.168.1.7,53,51935,UDP,184
1738812698.795586,192.168.1.7,20.42.65.90,40412,443,TCP,74
1738812698.796205,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.796205,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.796281,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.79664,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.797896,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812698.800143,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800144,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800144,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800144,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800144,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800144,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800144,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800144,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800378,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800379,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800379,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800404,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800405,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800405,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800405,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800405,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800405,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800405,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800405,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800491,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.800616,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800616,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.80064,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.80064,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.800674,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.801014,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.801015,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.801311,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.801311,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.801608,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.801608,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.801761,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.801898,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.801898,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.802202,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.802202,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.802498,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.802498,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.802794,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.802794,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.803086,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.803086,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.803158,192.168.1.7,190.99.74.45,43833,443,UDP,74
1738812698.803388,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.803388,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.804668,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.809168,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.809169,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.809452,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.809452,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.809853,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.809853,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.810444,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.810503,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.810503,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.810553,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.810553,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.810955,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.810956,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.811326,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.811326,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.811691,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.811695,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.811691,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.812052,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.812052,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.812428,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.812428,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.812981,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.814191,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814192,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814192,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814192,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.81425,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.81425,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814325,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814654,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814654,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814982,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.814982,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.815073,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.815263,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.815263,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.815578,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.815578,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.815657,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.81603,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.816031,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.816104,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.81647,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.816471,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.816549,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.816792,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.816919,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.816919,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.816964,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.81699,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.817364,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.821543,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812698.821795,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.821795,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822066,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822066,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822066,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822066,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822448,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822448,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822537,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822913,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822914,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.822956,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.823308,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.823557,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.823557,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.823599,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.823599,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.823939,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.823939,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.824006,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.824412,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.824413,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.824448,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.824825,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.824825,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.824875,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.826304,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812698.841073,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.841073,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.841158,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.841516,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.841517,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.841595,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.841959,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.841959,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.842259,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.842259,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.842349,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.842406,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.842689,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.842689,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.842994,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.842995,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.843076,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.843439,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.843439,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.843551,192.168.1.7,190.99.74.45,43833,443,UDP,80
1738812698.843712,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.843713,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.844033,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.844033,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.844116,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.844478,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.844658,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.852277,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.852277,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.852635,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.854196,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859723,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859723,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859723,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859723,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859723,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859723,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859724,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859724,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859893,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.859955,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859955,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859955,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859955,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812698.859955,190.99.74.45,192.168.1.7,443,43833,UDP,401
1738812698.859956,190.99.74.45,192.168.1.7,443,43833,UDP,72
1738812698.860017,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812698.861543,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812698.865144,192.168.1.7,190.99.74.45,43833,443,UDP,1288
1738812698.865179,192.168.1.7,190.99.74.45,43833,443,UDP,1292
1738812698.865193,192.168.1.7,190.99.74.45,43833,443,UDP,367
1738812698.913411,192.168.1.7,190.99.74.45,43833,443,UDP,73
1738812698.914794,190.99.74.45,192.168.1.7,443,43833,UDP,68
1738812698.914794,190.99.74.45,192.168.1.7,443,43833,UDP,94
1738812698.914794,190.99.74.45,192.168.1.7,443,43833,UDP,199
1738812698.914794,190.99.74.45,192.168.1.7,443,43833,UDP,65
1738812698.914794,20.42.65.90,192.168.1.7,443,40412,TCP,74
1738812698.914835,192.168.1.7,20.42.65.90,40412,443,TCP,66
1738812698.915271,192.168.1.7,20.42.65.90,40412,443,TCP,583
1738812698.917653,190.99.74.45,192.168.1.7,443,43833,UDP,69
1738812698.918716,192.168.1.7,190.99.74.45,43833,443,UDP,78
1738812698.923901,190.99.74.45,192.168.1.7,443,43833,UDP,68
1738812699.164079,20.42.65.90,192.168.1.7,443,40412,TCP,165
1738812699.164116,192.168.1.7,20.42.65.90,40412,443,TCP,66
1738812699.16522,192.168.1.7,20.42.65.90,40412,443,TCP,503
1738812699.258007,20.42.65.90,192.168.1.7,443,40412,TCP,1514
1738812699.258305,20.42.65.90,192.168.1.7,443,40412,TCP,1514
1738812699.258326,192.168.1.7,20.42.65.90,40412,443,TCP,66
1738812699.25861,20.42.65.90,192.168.1.7,443,40412,TCP,1702
1738812699.258618,192.168.1.7,20.42.65.90,40412,443,TCP,66
1738812699.260565,192.168.1.7,20.42.65.90,40412,443,TCP,1494
1738812699.260572,192.168.1.7,20.42.65.90,40412,443,TCP,483
1738812699.450109,20.42.65.90,192.168.1.7,443,40412,TCP,66
1738812699.450109,20.42.65.90,192.168.1.7,443,40412,TCP,169
1738812699.450109,20.42.65.90,192.168.1.7,443,40412,TCP,530
1738812699.450479,192.168.1.7,20.42.65.90,40412,443,TCP,66
1738812699.451073,192.168.1.7,20.42.65.90,40412,443,TCP,90
1738812699.451133,192.168.1.7,20.42.65.90,40412,443,TCP,66
1738812699.568266,20.42.65.90,192.168.1.7,443,40412,TCP,66
1738812700.372055,Desconocido,Desconocido,N/A,N/A,Otro,78
1738812700.372732,Desconocido,Desconocido,N/A,N/A,Otro,78
1738812700.473573,Desconocido,Desconocido,N/A,N/A,Otro,78
1738812700.474871,192.168.1.4,224.0.0.22,N/A,N/A,Otro,54
1738812700.524362,192.168.1.7,140.82.113.25,54556,443,TCP,66
1738812700.576653,Desconocido,Desconocido,N/A,N/A,Otro,86
1738812700.621136,140.82.113.25,192.168.1.7,443,54556,TCP,66
1738812700.680011,Desconocido,Desconocido,N/A,N/A,Otro,86
1738812700.782641,Desconocido,Desconocido,5353,5353,UDP,172
1738812700.783094,192.168.1.4,224.0.0.22,N/A,N/A,Otro,54
1738812701.49783,192.168.1.4,224.0.0.251,5353,5353,UDP,152
1738812701.49879,Desconocido,Desconocido,5353,5353,UDP,172
1738812701.605846,192.168.1.10,224.0.0.251,5353,5353,UDP,407
1738812701.704102,Desconocido,Desconocido,5353,5353,UDP,424
1738812701.706609,Desconocido,Desconocido,5353,5353,UDP,439
1738812702.521871,192.168.1.4,224.0.0.251,5353,5353,UDP,152
1738812702.522931,Desconocido,Desconocido,5353,5353,UDP,172
1738812702.625536,192.168.1.10,224.0.0.251,5353,5353,UDP,392
1738812702.627442,192.168.1.10,224.0.0.251,5353,5353,UDP,407
1738812702.730035,Desconocido,Desconocido,5353,5353,UDP,439
1738812703.44423,Desconocido,Desconocido,N/A,N/A,Otro,78
1738812703.444827,Desconocido,Desconocido,N/A,N/A,Otro,78
1738812703.445157,57.144.115.32,192.168.1.7,5222,33968,TCP,219
1738812703.445181,192.168.1.7,57.144.115.32,33968,5222,TCP,66
1738812703.457984,192.168.1.7,57.144.115.32,33968,5222,TCP,152
1738812703.545941,Desconocido,Desconocido,N/A,N/A,Otro,78
1738812703.6484,57.144.115.32,192.168.1.7,5222,33968,TCP,66
1738812703.736918,192.168.1.7,192.168.1.10,44624,8009,TCP,176
1738812703.853738,192.168.1.10,192.168.1.7,8009,44624,TCP,176
1738812703.853784,192.168.1.7,192.168.1.10,44624,8009,TCP,66
1738812703.955349,Desconocido,Desconocido,N/A,N/A,Otro,86
1738812703.956007,Desconocido,Desconocido,N/A,N/A,Otro,86
1738812704.059731,Desconocido,Desconocido,N/A,N/A,Otro,86
1738812704.249265,192.168.1.7,142.251.40.142,43009,443,UDP,881
1738812704.378537,142.251.40.142,192.168.1.7,443,43009,UDP,72
1738812704.389102,142.251.40.142,192.168.1.7,443,43009,UDP,109
1738812704.389103,142.251.40.142,192.168.1.7,443,43009,UDP,64
1738812704.404596,192.168.1.7,142.251.40.142,43009,443,UDP,79
1738812704.558194,142.251.40.142,192.168.1.7,443,43009,UDP,68
1738812704.875524,192.168.1.7,190.99.74.45,43833,443,UDP,1288
1738812704.875811,192.168.1.7,190.99.74.45,43833,443,UDP,1292
1738812704.876142,192.168.1.7,190.99.74.45,43833,443,UDP,370
1738812704.96667,192.168.1.7,190.99.74.45,43833,443,UDP,1288
1738812704.968141,190.99.74.45,192.168.1.7,443,43833,UDP,166
1738812704.968141,190.99.74.45,192.168.1.7,443,43833,UDP,1288
1738812704.968219,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.968578,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.968578,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.968878,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.968878,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.969174,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.969174,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.969461,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.969462,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.96976,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.96976,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.97006,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.97006,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.970358,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.970358,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.970649,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.970649,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.970945,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.970946,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.971239,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.97124,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.97153,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.972036,192.168.1.7,190.99.74.45,43833,443,UDP,78
1738812704.972318,192.168.1.7,190.99.74.45,43833,443,UDP,74
1738812704.972611,192.168.1.7,190.99.74.45,43833,443,UDP,74
1738812704.979361,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.979361,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.979675,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.981225,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812704.984081,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984082,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984082,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984082,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984082,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984082,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984082,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984082,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984114,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984305,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984305,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984305,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984305,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984305,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984328,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984328,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984501,192.168.1.7,190.99.74.45,43833,443,UDP,74
1738812704.984634,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984634,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.98474,192.168.1.7,190.99.74.45,43833,443,UDP,74
1738812704.984925,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.984926,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.985249,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.985249,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.985547,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.985547,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.985671,192.168.1.7,190.99.74.45,43833,443,UDP,74
1738812704.985821,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.985821,190.99.74.45,192.168.1.7,443,43833,UDP,1219
1738812704.986131,190.99.74.45,192.168.1.7,443,43833,UDP,1285
1738812704.986131,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.986427,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.986427,190.99.74.45,192.168.1.7,443,43833,UDP,1292
